run_id,run_name,test_accuracy,sample_size,layer_structure,rank_0,rank_1,rank_2,rank_3,weight_mean_0,weight_mean_1,weight_mean_2,weight_mean_3,weight_std_0,weight_std_1,weight_std_2,weight_std_3,activation_mean_global,activation_std_global,pca_explained_var
v9b5nd3t,sample_8000,0.31349998712539673,1000,"(256, 256, 256)",256,256,256,10,5.4763153e-05,-2.4035333e-05,0.00010985177,-0.0008401702,0.020595552,0.03603844,0.035967316,0.0362566,0.083840012550354,0.08725987374782562,0.2061517
7gtvpe15,sample_12000,0.3668000102043152,1000,"(256, 256, 256)",256,256,256,10,9.266373e-05,2.4566558e-05,0.00014706809,-0.00084016856,0.02060204,0.036050133,0.03597944,0.0365937,0.0919666439294815,0.09165821969509125,0.2441141
5d0y34im,sample_25000,0.4733000099658966,1000,"(256, 256, 256)",256,256,255,10,0.0004126314,0.0004746074,0.00048505017,-0.0008401641,0.020688973,0.03620762,0.036142025,0.04077998,0.163438618183136,0.13064639270305634,0.4654977
5itf88b8,sample_32000,0.6459000110626221,1000,"(256, 256, 256)",256,256,256,10,0.0007491931,0.0010143882,0.0008829451,-0.0008401647,0.020848436,0.036494967,0.03643968,0.04743951,0.24636149406433105,0.174736887216568,0.55142605
6exd128x,sample_40000,0.7638999819755554,1000,"(256, 256, 256)",256,256,256,10,0.0010979095,0.0016484538,0.001341257,-0.0008401596,0.02109686,0.036938176,0.0369004,0.05622027,0.33943432569503784,0.22185242176055908,0.5539715
iodkohu5,sample_47000,0.8029000163078308,1000,"(256, 256, 256)",256,256,256,10,0.0012613108,0.001963972,0.0015604965,-0.00084015203,0.02126064,0.037227936,0.037200786,0.0612711,0.3839229941368103,0.24422308802604675,0.5387466
wpmwgwh6,sample_55000,0.8343999981880188,1000,"(256, 256, 256)",256,256,256,10,0.0013561194,0.0021542339,0.0016990497,-0.00084014394,0.021387724,0.037451595,0.03743142,0.0648943,0.40929529070854187,0.25714826583862305,0.52349764
2n85dtru,sample_8000,0.47780001163482666,1000,"(512, 512, 512)",512,511,512,10,3.4601682e-05,6.394861e-05,-3.9113962e-05,0.0003285113,0.020585535,0.025504287,0.02551175,0.025696302,0.08344628661870956,0.08735717833042145,0.17696683
mtm43ll6,sample_12000,0.5666000247001648,1000,"(512, 512, 512)",512,512,512,10,6.7795096e-05,9.491649e-05,-1.566957e-05,0.00032851248,0.020590074,0.025509961,0.02551755,0.026007744,0.09024567157030106,0.09088894724845886,0.19578123
yqouexi6,sample_25000,0.6104000210762024,1000,"(512, 512, 512)",512,512,512,10,0.0003411113,0.00038489388,0.00018688299,0.0003285123,0.02064742,0.025582025,0.025592666,0.029750109,0.1498422771692276,0.12177187204360962,0.35574025
2n7625cp,sample_32000,0.7336999773979187,1000,"(512, 512, 512)",512,511,512,10,0.000628795,0.00072086195,0.00043607794,0.00032851327,0.020754602,0.025716772,0.02573318,0.035665907,0.21968430280685425,0.15726719796657562,0.4498671
iikslu95,sample_40000,0.7982000112533569,1000,"(512, 512, 512)",512,511,512,10,0.0008549482,0.0009915102,0.0006401502,0.00032852014,0.020879762,0.025873765,0.025896134,0.041474834,0.27760735154151917,0.18598738312721252,0.4702524
l6pylxy8,sample_47000,0.8319000005722046,1000,"(512, 512, 512)",512,512,512,10,0.00095722964,0.0011153441,0.0007338484,0.00032852922,0.020955963,0.025969047,0.025994543,0.044622485,0.30425673723220825,0.1986893266439438,0.46352768
5mywvvdr,sample_55000,0.8600999712944031,1000,"(512, 512, 512)",512,512,512,10,0.001022341,0.0011940555,0.0007964902,0.0003285339,0.021018822,0.026047502,0.026075087,0.04704464,0.32097581028938293,0.20678871870040894,0.4549549
xt8257hg,sample_8000,0.14710000157356262,1000,"(8, 8, 8)",8,8,8,8,6.751198e-05,0.026697833,-0.019510793,0.04679898,0.020725992,0.18830974,0.19053204,0.2088988,0.14907944202423096,0.09856052696704865,0.9149766
ticsxqqh,sample_12000,0.1899999976158142,1000,"(8, 8, 8)",8,8,8,8,0.00014657376,0.027823474,-0.018457666,0.04679898,0.020864716,0.1896482,0.19200712,0.2101017,0.18196645379066467,0.12532614171504974,0.9213683
8riutvkw,sample_25000,0.2085999995470047,1000,"(8, 8, 8)",8,8,8,8,0.00044569327,0.032856632,-0.01351916,0.046798937,0.021673001,0.19761787,0.20056188,0.21790726,0.29393231868743896,0.2248389720916748,0.9515527
snzzdmle,sample_32000,0.21979999542236328,1000,"(8, 8, 8)",8,8,8,8,0.0004705319,0.033613704,-0.012691601,0.04679905,0.021807255,0.19894525,0.2020439,0.21921766,0.30750951170921326,0.23679788410663605,0.95432854
xq78we2o,sample_40000,0.22519999742507937,1000,"(8, 8, 8)",8,8,8,8,0.00051991,0.034898203,-0.011255167,0.046799015,0.022043703,0.20128086,0.2046656,0.22156942,0.3310970664024353,0.2562229037284851,0.9585437
uyi63j6l,sample_47000,0.23319999873638153,1000,"(8, 8, 8)",8,8,8,8,0.00054977613,0.03656949,-0.009378207,0.046799034,0.02234575,0.20424318,0.2080188,0.22451586,0.34956270456314087,0.27819496393203735,0.9630294
3oocsiyc,sample_55000,0.2621000111103058,1000,"(8, 8, 8)",8,8,8,8,0.0006883241,0.05630596,0.0130759105,0.046799134,0.026032187,0.23986383,0.2489095,0.26562884,0.5629702806472778,0.42960286140441895,0.93501973
w88gcerd,sample_8000,0.10279999673366548,1000,"(16, 16, 16)",16,16,16,10,-0.000117719144,-0.0017950798,0.0042277295,0.001916569,0.02063226,0.1405238,0.14199816,0.14152849,0.08233907073736191,0.08311913907527924,0.5181546
o2lli27h,sample_12000,0.1055999994277954,1000,"(16, 16, 16)",16,16,16,10,-0.000114284136,-0.0017801179,0.004235227,0.0019165713,0.020635547,0.14054787,0.1420157,0.14156379,0.0841403603553772,0.08362611383199692,0.53156173
g0rlnyno,sample_25000,0.2628999948501587,1000,"(16, 16, 16)",16,16,16,10,0.00017787392,-0.0011150204,0.004874754,0.0019165624,0.02087756,0.14231694,0.14395115,0.14550866,0.17617422342300415,0.13578009605407715,0.62285227
doyaty2f,sample_32000,0.28130000829696655,1000,"(16, 16, 16)",16,16,16,10,0.00030399993,-0.0007807752,0.0052920976,0.0019166048,0.021022772,0.14338632,0.14518583,0.14807808,0.20827363431453705,0.16012325882911682,0.64236075
pubuliqe,sample_40000,0.28450000286102295,1000,"(16, 16, 16)",16,16,16,10,0.00035153166,-0.0006835731,0.005447684,0.0019166109,0.021070195,0.1437374,0.14558762,0.14895913,0.21910451352596283,0.16819192469120026,0.6469865
yuwuo0k5,sample_47000,0.2928999960422516,1000,"(16, 16, 16)",16,16,16,10,0.0010712353,0.0025930991,0.009423353,0.0019166276,0.022162057,0.1518021,0.15437472,0.16756353,0.4121857285499573,0.2940109372138977,0.71056426
yjbck1i4,sample_55000,0.3650000095367432,1000,"(16, 16, 16)",16,16,16,10,0.0019022324,0.007931735,0.014673668,0.001916609,0.023612488,0.16247737,0.16539446,0.18723536,0.6393007040023804,0.41722312569618225,0.7207687
plapeajx,sample_8000,0.14259999990463257,1000,"(32, 32, 32)",32,32,32,10,2.5828756e-05,0.0027751399,0.0029010517,-0.0007078942,0.020639192,0.100826316,0.102237195,0.1015769,0.08692916482686996,0.09104666858911514,0.3513493
lhi3q0ki,sample_12000,0.23029999434947968,1000,"(32, 32, 32)",32,32,32,10,0.000120653596,0.0029209019,0.003010413,-0.00070785655,0.020667417,0.1009656,0.10239707,0.102125905,0.10710941255092621,0.10395334661006927,0.39681023
340458hv,sample_25000,0.4207000136375427,1000,"(32, 32, 32)",32,32,32,10,0.0006669805,0.0043253717,0.004305282,-0.00070783606,0.02093054,0.10229362,0.103861235,0.1076382,0.23061393201351166,0.1787954568862915,0.5419469
msmx6fy5,sample_32000,0.4361000061035156,1000,"(32, 32, 32)",32,32,32,10,0.0011410307,0.0063692033,0.006698082,-0.000707864,0.021350842,0.104409985,0.10610189,0.11592308,0.34849780797958374,0.25022631883621216,0.6131134
1nmnaa5v,sample_40000,0.6608999967575073,1000,"(32, 32, 32)",32,32,32,10,0.0021359513,0.0109551065,0.011761888,-0.00070782844,0.022423847,0.10983225,0.11171835,0.13445163,0.5985198020935059,0.39094406366348267,0.64072
frmneo4k,sample_47000,0.7897999882698059,1000,"(32, 32, 32)",32,32,32,10,0.0031979773,0.016163431,0.016729899,-0.0007078565,0.023997482,0.11776201,0.11981251,0.15747671,0.8735264539718628,0.5463046431541443,0.6119989
l0nabqig,sample_55000,0.8276000022888184,1000,"(32, 32, 32)",32,32,32,10,0.0038726095,0.019681579,0.019813828,-0.000707789,0.025434915,0.124967344,0.12710984,0.17622684,1.0587825775146484,0.6515051126480103,0.5800411
2x54tt8b,sample_8000,0.26919999718666077,1000,"(64, 64, 64)",64,64,64,10,0.00018030155,0.0009928003,-0.00014508987,-0.0027073794,0.020659504,0.07218993,0.072123796,0.073446944,0.10283223539590836,0.09741470217704773,0.32865828
j2c1m4zp,sample_12000,0.3587999939918518,1000,"(64, 64, 64)",64,64,64,10,0.0002676108,0.0011345439,-2.8768729e-05,-0.0027073768,0.02068351,0.072275385,0.07221684,0.07413337,0.12365831434726715,0.10891249030828476,0.40311307
12vf8e5b,sample_25000,0.3804999887943268,1000,"(64, 64, 64)",64,64,64,10,0.00073591387,0.002234559,0.0012019107,-0.002707372,0.020923384,0.0731342,0.07315424,0.08091655,0.23938515782356262,0.17761316895484924,0.6171386
s4p0j6ny,sample_32000,0.48750001192092896,1000,"(64, 64, 64)",64,64,64,10,0.00126724,0.003715265,0.0028301415,-0.0027073813,0.021349512,0.0746664,0.07477114,0.09113388,0.37329190969467163,0.25516894459724426,0.6861377
o7uam5fd,sample_40000,0.6656000018119812,1000,"(64, 64, 64)",64,64,64,10,0.0020194817,0.0058687846,0.0051961546,-0.0027073536,0.022155615,0.07757624,0.077760376,0.10732293,0.5677234530448914,0.3605545163154602,0.6712861
ctajiey2,sample_47000,0.7524999976158142,1000,"(64, 64, 64)",64,64,64,10,0.002437324,0.0071918275,0.006619537,-0.0027073654,0.022798216,0.07987632,0.0800884,0.118509695,0.6812632083892822,0.42180776596069336,0.63672477
hyyt98tv,sample_55000,0.8036999702453613,1000,"(64, 64, 64)",64,64,64,10,0.002701473,0.008092748,0.007511654,-0.002707335,0.023334887,0.081781685,0.0820069,0.12709261,0.7563846111297607,0.4606572985649109,0.60657805
5sh7khr8,sample_8000,0.10329999774694444,1000,"(128, 128, 128)",128,128,128,10,7.099526e-05,0.00014822907,6.56973e-05,-0.00012659426,0.020637222,0.050907988,0.051093325,0.049397733,0.08375175297260284,0.08908995985984802,0.21428348
vpg9cb3s,sample_12000,0.196600005030632,1000,"(128, 128, 128)",128,128,128,10,0.00015397428,0.0002532175,0.00013006173,-0.00012659005,0.02065315,0.05094871,0.051136006,0.050019573,0.10229763388633728,0.0981198102235794,0.28202292
1ncpb7ao,sample_25000,0.5493999719619751,1000,"(128, 128, 128)",128,128,128,10,0.0005006569,0.00077790435,0.00056879595,-0.00012658541,0.020752454,0.05120612,0.05140232,0.053828925,0.18137645721435547,0.14004600048065186,0.44497174
jipmmcdg,sample_32000,0.5662999749183655,1000,"(128, 128, 128)",128,128,128,10,0.00068253546,0.001143018,0.00089501275,-0.00012658248,0.020833526,0.051415034,0.05161817,0.05668829,0.2249254733324051,0.16396808624267578,0.5091558
xvyvej8e,sample_40000,0.7117000222206116,1000,"(128, 128, 128)",128,128,128,10,0.0014688406,0.003016423,0.0025632037,-0.00012658769,0.021426443,0.052923206,0.05316521,0.07386474,0.42723625898361206,0.2735225558280945,0.60059744
6bo0tysa,sample_47000,0.7817000150680542,1000,"(128, 128, 128)",128,128,128,10,0.0017977083,0.003797322,0.0032310279,-0.000126566,0.021796135,0.053859502,0.05412288,0.082763806,0.5145725011825562,0.3194620609283447,0.58451736
zoeafchk,sample_55000,0.8324000239372253,1000,"(128, 128, 128)",128,128,128,10,0.0020037512,0.004299192,0.0036430957,-0.00012656608,0.022104822,0.054637466,0.054917306,0.0895192,0.5697554349899292,0.34833458065986633,0.55999863
5qd5t73w,sample_8000,0.2892000079154968,1000,"(256, 256, 256)",256,256,256,10,8.529276e-05,-0.00024704527,9.558459e-05,-0.00069343677,0.020631831,0.036192786,0.036029667,0.035963763,0.09006358683109283,0.09231206774711609,0.19708112
64gnmwva,sample_12000,0.45339998602867126,1000,"(256, 256, 256)",256,256,256,10,0.00012778236,-0.00019825158,0.00013329045,-0.00069343584,0.02063867,0.036205623,0.03604262,0.03633431,0.09873121976852417,0.09704005718231201,0.22506809
kk1roxct,sample_25000,0.5879999995231628,1000,"(256, 256, 256)",256,256,256,10,0.00040113524,0.00016342702,0.0003918381,-0.0006934338,0.020703696,0.036326807,0.036166314,0.039668877,0.15941378474235535,0.12922874093055725,0.39311832
m0lmj7k0,sample_32000,0.6664999723434448,1000,"(256, 256, 256)",256,256,256,10,0.0008114731,0.0007957077,0.0008828977,-0.00069342955,0.020882059,0.03665376,0.036501314,0.04739334,0.259558767080307,0.18232855200767517,0.519431
6ifvzt3n,sample_40000,0.763700008392334,1000,"(256, 256, 256)",256,256,256,10,0.0011886416,0.0014258923,0.0013858633,-0.000693431,0.021133557,0.037109017,0.03696794,0.05634791,0.3570020794868469,0.23240959644317627,0.53658783
rw53zduj,sample_47000,0.8100000023841858,1000,"(256, 256, 256)",256,256,256,10,0.0013649886,0.0017243857,0.0016210087,-0.00069342455,0.021295337,0.0373991,0.037264567,0.061352696,0.40289488434791565,0.2559833824634552,0.52746475
xqf4gl6r,sample_55000,0.8416000008583069,1000,"(256, 256, 256)",256,256,256,10,0.0014742982,0.0019126518,0.0017742575,-0.00069341436,0.02142762,0.037634578,0.03750445,0.06512549,0.4312899708747864,0.27055269479751587,0.51422656
f5cl54f1,sample_8000,0.35519999265670776,1000,"(512, 512, 512)",512,512,512,10,5.454122e-06,8.266341e-06,-5.609072e-05,-0.00032573732,0.020627497,0.025507115,0.025497265,0.02620324,0.081626757979393,0.08793610334396362,0.18530533
m6prbd4s,sample_12000,0.4652999937534332,1000,"(512, 512, 512)",512,512,512,10,3.2784512e-05,3.770509e-05,-3.68849e-05,-0.00032573618,0.020631664,0.025512297,0.025502764,0.026486503,0.08734836429357529,0.09091617166996002,0.20949124
jwm67ug0,sample_25000,0.5803999900817871,1000,"(512, 512, 512)",512,512,512,10,0.00028096602,0.00030346974,0.0001493436,-0.000325734,0.020687249,0.02558227,0.025576197,0.030065307,0.14143986999988556,0.1198439747095108,0.3922849
st29kv5y,sample_32000,0.7160999774932861,1000,"(512, 512, 512)",512,511,512,10,0.0005475203,0.00061289576,0.0003836808,-0.00032573173,0.020785864,0.025706718,0.025706116,0.035515938,0.20551645755767822,0.15281519293785095,0.484945
kjnntmuh,sample_40000,0.7944999933242798,1000,"(512, 512, 512)",512,512,512,10,0.00077755057,0.00088034495,0.0005923128,-0.00032572768,0.020910878,0.025864312,0.025869282,0.04133224,0.2633921205997467,0.18194086849689484,0.48960143
rajycyq3,sample_47000,0.8324000239372253,1000,"(512, 512, 512)",512,512,512,10,0.00088393886,0.0009999429,0.0006893911,-0.00032571953,0.020990495,0.02596454,0.02597216,0.044611163,0.29057976603507996,0.19554512202739716,0.47550428
klkrloy5,sample_55000,0.8586999773979187,1000,"(512, 512, 512)",512,512,512,10,0.000952693,0.001079985,0.00075191865,-0.00032571433,0.02105609,0.026046816,0.026056346,0.04712547,0.3080618977546692,0.2043071687221527,0.4629715
pdx6bshf,sample_8000,0.5425999760627747,1000,"(1024, 1024, 1024)",784,1024,1024,10,4.387672e-05,9.951937e-06,3.4922763e-05,4.861742e-05,0.020616572,0.018049046,0.01805497,0.018040668,0.07970346510410309,0.08786581456661224,0.1787067
0ycclb14,sample_12000,0.5715000033378601,1000,"(1024, 1024, 1024)",784,1024,1024,10,7.0703834e-05,3.565388e-05,5.380669e-05,4.8617912e-05,0.020620074,0.018052166,0.018058164,0.018386303,0.08503656089305878,0.09078533947467804,0.19650753
jfkryyef,sample_25000,0.6913999915122986,1000,"(1024, 1024, 1024)",784,1024,1023,10,0.00032322123,0.00024759746,0.00020753148,4.861828e-05,0.020670842,0.018097313,0.018104628,0.02279157,0.1393081545829773,0.11998970806598663,0.3421954
nwd8ce3s,sample_32000,0.7785000205039978,1000,"(1024, 1024, 1024)",784,1024,1023,10,0.00051515724,0.0004024103,0.0003255132,4.86192e-05,0.020734016,0.018153585,0.01816246,0.027267091,0.1848256140947342,0.14322449266910553,0.39689636
x9h9gyit,sample_40000,0.8245999813079834,1000,"(1024, 1024, 1024)",784,1024,1023,10,0.0006306382,0.00049203663,0.00039295558,4.862371e-05,0.020786095,0.0182,0.018210005,0.030446544,0.2130046784877777,0.15718191862106323,0.40468735
4wxbnpzh,sample_47000,0.8507000207901001,1000,"(1024, 1024, 1024)",784,1024,1024,10,0.00068492076,0.0005336527,0.0004234649,4.8625923e-05,0.020817533,0.01822797,0.018238604,0.032205477,0.22623685002326965,0.16352927684783936,0.4010824
q78p909v,sample_55000,0.873199999332428,1000,"(1024, 1024, 1024)",784,1024,1024,10,0.00072195235,0.0005623098,0.00044489425,4.862929e-05,0.020844873,0.018252242,0.01826334,0.03365092,0.2353680431842804,0.16785389184951782,0.3954346
qinrrpus,sample_8000,0.6107000112533569,1000,"(1024, 1024, 1024)",784,1024,1024,10,3.0901032e-05,4.179459e-06,4.3287953e-05,-6.754532e-05,0.020597879,0.018034216,0.018041749,0.018305253,0.07793456315994263,0.08508775383234024,0.17375308
1s7k70ti,sample_12000,0.6334999799728394,1000,"(1024, 1024, 1024)",784,1024,1024,10,3.9972703e-05,1.343873e-05,4.942508e-05,-6.75454e-05,0.02059909,0.018035285,0.018042825,0.018419812,0.07972878962755203,0.08605551719665527,0.17979872
43tpngep,sample_25000,0.703499972820282,1000,"(1024, 1024, 1024)",784,1023,1023,10,0.0003183544,0.0002582411,0.00022485704,-6.754375e-05,0.02065688,0.018086437,0.018095227,0.023322748,0.13929101824760437,0.11752469837665558,0.34324366
5te8yvdv,sample_32000,0.7818999886512756,1000,"(1024, 1024, 1024)",784,1024,1023,10,0.00049555156,0.00040749335,0.00033964074,-6.754177e-05,0.020719009,0.018141516,0.018151747,0.027626498,0.18148070573806763,0.13888153433799744,0.39302984
p0zc53il,sample_40000,0.8256000280380249,1000,"(1024, 1024, 1024)",784,1024,1024,10,0.0006050796,0.0004984526,0.0004080829,-6.7539884e-05,0.020771207,0.018187774,0.018199155,0.030765096,0.2081417292356491,0.15194448828697205,0.3998719
5lykce3q,sample_47000,0.8560000061988831,1000,"(1024, 1024, 1024)",784,1024,1024,10,0.000658522,0.00054210663,0.00044115825,-6.753695e-05,0.020803772,0.018216597,0.01822861,0.0325597,0.22128140926361084,0.15814802050590515,0.39619926
bs93al0z,sample_55000,0.8738999962806702,1000,"(1024, 1024, 1024)",784,1024,1024,10,0.0006942438,0.00057071086,0.00046273615,-6.753257e-05,0.020831037,0.018240703,0.018253187,0.033981193,0.22999924421310425,0.1623024344444275,0.39254367
0h2a8o9y,sample_8000,0.4480000138282776,1000,"(1024, 1024, 1024)",784,1023,1024,10,9.887157e-06,-8.504559e-06,-2.4080537e-06,-0.00017794498,0.020621149,0.018037252,0.018046733,0.018166365,0.07842868566513062,0.08611279726028442,0.1751
q5d8r64q,sample_12000,0.6079000234603882,1000,"(1024, 1024, 1024)",784,1023,1024,10,3.659811e-05,1.7463964e-05,1.5779975e-05,-0.00017794521,0.020624714,0.018040393,0.018049939,0.018500105,0.08369480818510056,0.08893284201622009,0.19382305
heruqg0d,sample_25000,0.7152000069618225,1000,"(1024, 1024, 1024)",784,1023,1024,10,0.0002826548,0.00022405728,0.0001609086,-0.00017794315,0.020675229,0.018085117,0.01809603,0.022813901,0.13599538803100586,0.11706603318452835,0.34089008
dcbm9hv4,sample_32000,0.7882999777793884,1000,"(1024, 1024, 1024)",784,1023,1024,10,0.0004728877,0.00038260038,0.00028021986,-0.00017794236,0.02073946,0.018142115,0.01815474,0.02733277,0.18143576383590698,0.13992229104042053,0.3980138
qxplty7c,sample_40000,0.8328999876976013,1000,"(1024, 1024, 1024)",784,1023,1024,10,0.0005895528,0.00047601646,0.00035095395,-0.00017793951,0.020793883,0.01819049,0.018204354,0.030626172,0.21004718542099,0.15391668677330017,0.40670455
qu9e0o5k,sample_47000,0.8585000038146973,1000,"(1024, 1024, 1024)",784,1023,1024,10,0.0006426464,0.0005176751,0.00038204103,-0.0001779352,0.020826299,0.018219303,0.018233791,0.032419283,0.22321276366710663,0.1602444052696228,0.40363622
ws679ucd,sample_55000,0.8758999705314636,1000,"(1024, 1024, 1024)",784,1023,1024,10,0.0006776367,0.0005460527,0.00040221013,-0.00017793062,0.020853838,0.01824371,0.018258702,0.03385893,0.23193252086639404,0.16442763805389404,0.39957988
