run_id,run_name,test_accuracy,sample_size,layer_structure,rank_0,rank_1,rank_2,rank_3,rank_4,weight_mean_0,weight_mean_1,weight_mean_2,weight_mean_3,weight_mean_4,weight_std_0,weight_std_1,weight_std_2,weight_std_3,weight_std_4,activation_mean_global,activation_std_global,pca_explained_var
p30xpx38,sample_8000,0.10100000351667404,1000,"(8, 8, 8, 8)",8,8,8,8,8,-0.00023293564,0.031665325,0.0034264736,-0.0006479868,-0.019871522,0.02050773,0.21801002,0.19263078,0.20404395,0.21954075,0.07735183835029602,0.09639392793178558,0.4988385
bo5el5ou,sample_12000,0.10100000351667404,1000,"(8, 8, 8, 8)",8,8,8,8,8,-0.00023305083,0.031664494,0.0034146383,-0.0006638956,-0.01987152,0.020507725,0.2180103,0.1926318,0.20403983,0.21950376,0.07736845314502716,0.09636090695858002,0.49985933
h2j5hkmd,sample_25000,0.18850000202655792,1000,"(8, 8, 8, 8)",8,8,8,8,8,0.0004014864,0.032574642,0.0031369403,3.5513658e-05,-0.019871522,0.020673713,0.2194143,0.1953903,0.20728002,0.22230312,0.21244841814041138,0.1772046983242035,0.72481626
6k7hqiej,sample_32000,0.17550000548362732,1000,"(8, 8, 8, 8)",8,8,8,8,8,0.0003243497,0.03235116,0.0031159706,-0.00018351572,-0.019871563,0.020641772,0.21914205,0.19488826,0.2066986,0.22171685,0.19407829642295837,0.1678045243024826,0.7094139
ki96hbz2,sample_40000,0.18400000035762787,1000,"(8, 8, 8, 8)",8,8,8,8,8,0.00037358614,0.032458495,0.0030690841,-0.00018874276,-0.019871566,0.020659696,0.21929881,0.19513902,0.20693325,0.22178106,0.20532599091529846,0.17369046807289124,0.7188157
0ow6gob8,sample_47000,0.19259999692440033,1000,"(8, 8, 8, 8)",8,8,8,8,8,0.00044134157,0.032667696,0.0030988809,-3.8600992e-05,-0.019871453,0.020687426,0.21953478,0.19557266,0.20741257,0.22221056,0.2215365469455719,0.1822209507226944,0.73049164
vtfi4wyw,sample_55000,0.1988999992609024,1000,"(8, 8, 8, 8)",8,8,8,8,8,0.0005066584,0.03287456,0.0031165201,0.0001292252,-0.019871514,0.020716472,0.21978483,0.19601674,0.20789674,0.22266243,0.2370733618736267,0.19042165577411652,0.7414965
qiisqznj,sample_8000,0.09449999779462814,1000,"(16, 16, 16, 16)",16,16,16,16,10,0.00011417637,0.0006556711,-0.0037911679,0.0070424452,-0.0009283122,0.020608181,0.15072459,0.1452419,0.14661956,0.14568156,0.07944945245981216,0.08938686549663544,0.34185797
qcqqffd6,sample_12000,0.10159999877214432,1000,"(16, 16, 16, 16)",16,16,16,16,10,0.00026246102,0.00082495436,-0.0034829122,0.00700266,-0.0009282984,0.020639587,0.15095139,0.14554812,0.1469037,0.14616743,0.11418022960424423,0.10708297789096832,0.43291008
uifl3clm,sample_25000,0.25380000472068787,1000,"(16, 16, 16, 16)",16,16,16,16,10,0.0007580238,0.0018268353,-0.0018825436,0.0071461378,-0.0009282868,0.02083305,0.1523425,0.14727095,0.14884004,0.14960937,0.23688775300979614,0.16687482595443726,0.67759407
rrvdzqn2,sample_32000,0.29339998960494995,1000,"(16, 16, 16, 16)",16,16,16,16,10,0.00093105965,0.002388501,-0.0012514348,0.0075974055,-0.0009282671,0.020930998,0.15304631,0.1481148,0.14978608,0.15152228,0.2809827923774719,0.1869228482246399,0.72472405
j3m4yb5g,sample_40000,0.287200003862381,1000,"(16, 16, 16, 16)",16,16,16,16,10,0.0012507517,0.0036836225,0.00013753213,0.0090616895,-0.0009282548,0.02115616,0.15465856,0.14999238,0.15178923,0.15562993,0.3619348406791687,0.225893035531044,0.79329157
hb5038wz,sample_47000,0.3046000003814697,1000,"(16, 16, 16, 16)",16,16,16,16,10,0.0013151244,0.003971487,0.00044101913,0.00939615,-0.0009283155,0.021210052,0.1550425,0.15042835,0.1522417,0.15653376,0.37808457016944885,0.23418977856636047,0.802014
bfyqc9ie,sample_55000,0.34290000796318054,1000,"(16, 16, 16, 16)",16,16,16,16,10,0.0026385633,0.012902869,0.008446597,0.018346798,-0.00092807785,0.023018584,0.16761215,0.16424237,0.16637473,0.18521325,0.7175878882408142,0.4173722565174103,0.8531643
5bn36b91,sample_8000,0.0982000008225441,1000,"(32, 32, 32, 32)",32,32,32,32,10,0.00012430949,0.00113529,0.004581504,0.005550175,0.0021843906,0.020595059,0.100937046,0.100828946,0.10176093,0.102834396,0.08004544675350189,0.09160605818033218,0.26221645
fz4kee8n,sample_12000,0.18389999866485596,1000,"(32, 32, 32, 32)",32,32,32,32,10,0.00015110771,0.0011545903,0.0045919036,0.005540927,0.002184459,0.02060478,0.10098606,0.10087348,0.10179981,0.102878034,0.08833985030651093,0.0953691303730011,0.31050348
g8y6f6wg,sample_25000,0.1136000007390976,1000,"(32, 32, 32, 32)",32,32,32,32,10,0.00015992517,0.0011661763,0.0045968923,0.005552537,0.0021844872,0.020606795,0.10099644,0.10088614,0.10181115,0.10289576,0.0903167873620987,0.09642844647169113,0.31784174
79wv6uq5,sample_32000,0.1225999966263771,1000,"(32, 32, 32, 32)",32,32,32,32,10,0.00016381362,0.0011713605,0.004601285,0.0055553652,0.0021844779,0.020607462,0.10099992,0.10089025,0.10181571,0.1028959,0.09113364666700363,0.09685971587896347,0.32047442
b5bz5hm6,sample_40000,0.19769999384880063,1000,"(32, 32, 32, 32)",32,32,32,32,10,0.00019047983,0.0011973811,0.004606001,0.0055739996,0.0021845002,0.020614484,0.10103617,0.10092777,0.10185018,0.10301664,0.09766187518835068,0.10030918568372726,0.34220415
4ujbguxx,sample_47000,0.3188000023365021,1000,"(32, 32, 32, 32)",32,32,32,32,10,0.0007056304,0.002393451,0.005436575,0.006215226,0.0021846448,0.0208276,0.102150984,0.10210899,0.103111714,0.1077334,0.22481608390808105,0.16928768157958984,0.55631596
btuam4qg,sample_55000,0.3199000060558319,1000,"(32, 32, 32, 32)",32,32,32,32,10,0.00090047735,0.0031449192,0.0060293097,0.0067488425,0.0021846585,0.02094323,0.102753885,0.102759324,0.10382792,0.110412955,0.2748488783836365,0.19508007168769836,0.59946597
5c8bvoxw,sample_8000,0.11349999904632568,1000,"(64, 64, 64, 64)",64,64,64,64,10,2.7669143e-05,0.0016975887,-0.0010457914,-0.00035219628,-0.0032031438,0.020576159,0.072000496,0.07124102,0.071675114,0.07169898,0.078192338347435,0.08569850772619247,0.21236446
zy2gbxh5,sample_12000,0.11349999904632568,1000,"(64, 64, 64, 64)",64,64,64,64,10,2.8397226e-05,0.0016965554,-0.0010448591,-0.00035496856,-0.0032031448,0.020576198,0.07200062,0.07124091,0.071675226,0.071695566,0.07825297117233276,0.0857655331492424,0.21226977
kn5h68lo,sample_25000,0.11349999904632568,1000,"(64, 64, 64, 64)",64,64,64,64,10,2.7691842e-05,0.0016972363,-0.0010459402,-0.00035150256,-0.0032031438,0.020576162,0.07200062,0.07124112,0.07167498,0.07169925,0.07834011316299438,0.08569346368312836,0.21223466
51csqmx5,sample_32000,0.11389999836683272,1000,"(64, 64, 64, 64)",64,64,64,64,10,2.7785241e-05,0.0016961747,-0.0010443139,-0.0003511252,-0.003203141,0.020576127,0.07200046,0.071240865,0.071675226,0.07170248,0.07825355976819992,0.08570736646652222,0.21178806
a6980sy3,sample_40000,0.20999999344348907,1000,"(64, 64, 64, 64)",64,64,64,64,10,0.00029053295,0.0020404484,-0.0006406059,-0.00018201863,-0.003203116,0.020644622,0.072241895,0.071523555,0.07199787,0.0738374,0.14218568801879883,0.12013369798660278,0.42697364
hchvylju,sample_47000,0.29580000042915344,1000,"(64, 64, 64, 64)",64,64,64,64,10,0.00043826125,0.0022855434,-0.00029305008,-3.033923e-05,-0.003203114,0.0206945,0.07241934,0.07172482,0.07223826,0.07542386,0.17593929171562195,0.13887780904769897,0.4950719
5tkqkbyt,sample_55000,0.2768000066280365,1000,"(64, 64, 64, 64)",64,64,64,64,10,0.00050421833,0.002408362,-0.00012372341,6.337534e-05,-0.0032031038,0.020718608,0.07250547,0.071822576,0.07235431,0.07621576,0.19106800854206085,0.14707280695438385,0.52022976
bicazjmh,sample_8000,0.11349999904632568,1000,"(128, 128, 128, 128)",128,128,128,128,10,2.1660706e-05,0.0001516527,0.00085865846,-0.00043145995,-0.00018143775,0.020587457,0.051229287,0.050905652,0.051358894,0.050572015,0.07967822253704071,0.08693823963403702,0.1793977
vn80vvct,sample_12000,0.11349999904632568,1000,"(128, 128, 128, 128)",128,128,128,128,10,2.1536205e-05,0.00015167928,0.0008588496,-0.00043133085,-0.00018143775,0.02058746,0.05122929,0.05090564,0.051358912,0.050572235,0.0796666294336319,0.08692435175180435,0.17940766
nsu3712e,sample_25000,0.13339999318122864,1000,"(128, 128, 128, 128)",128,128,128,128,10,0.0001476517,0.00028345938,0.00097034004,-0.00036903616,-0.00018142564,0.020611707,0.051290143,0.050966475,0.051424228,0.051464632,0.10821814835071564,0.10162514448165894,0.26555675
vrqboo8b,sample_32000,0.2240999937057495,1000,"(128, 128, 128, 128)",128,128,128,128,10,0.00024080406,0.0003865639,0.0010596341,-0.0002963651,-0.00018141726,0.02063412,0.05134725,0.05102472,0.051486615,0.05235773,0.1293887197971344,0.11315907537937164,0.318296
r731zwd6,sample_40000,0.3427000045776367,1000,"(128, 128, 128, 128)",128,128,128,128,10,0.00039874486,0.00060011086,0.0012456111,-9.553568e-05,-0.00018141633,0.020681484,0.05146892,0.051149044,0.051622957,0.05430473,0.16687896847724915,0.13284525275230408,0.39032084
gsm6grm1,sample_47000,0.3815999925136566,1000,"(128, 128, 128, 128)",128,128,128,128,10,0.00064100034,0.0010285976,0.0016314427,0.00042674795,-0.00018141586,0.02077885,0.05171935,0.051404715,0.0519049,0.058199383,0.22689035534858704,0.1628343164920807,0.47309956
o5291opw,sample_55000,0.5900999903678894,1000,"(128, 128, 128, 128)",128,128,128,128,10,0.0011459803,0.0021300165,0.0026426348,0.0016643852,-0.00018140725,0.021063734,0.05244802,0.052146804,0.052690025,0.0675689,0.35503435134887695,0.22510087490081787,0.56554025
yliburnh,sample_8000,0.10989999771118164,1000,"(256, 256, 256, 256)",256,256,256,256,10,5.481617e-05,-0.0001905988,3.893463e-05,0.00020361689,0.001757329,0.020617176,0.03611089,0.036086783,0.036019668,0.03666876,0.0771634429693222,0.08645693957805634,0.17794557
bowd4b7q,sample_12000,0.2414000034332275,1000,"(256, 256, 256, 256)",256,256,256,256,10,6.4438136e-05,-0.0001759472,4.488178e-05,0.00021106304,0.0017573334,0.02061869,0.03611367,0.036089875,0.03602307,0.036776595,0.07931703329086304,0.08752480149269104,0.18494068
gno60x8l,sample_25000,0.11869999766349792,1000,"(256, 256, 256, 256)",256,256,256,256,10,6.658736e-05,-0.00017307684,4.5827466e-05,0.00021123898,0.0017573334,0.020618983,0.036114205,0.03609045,0.036023583,0.036789216,0.0797627717256546,0.08776776492595673,0.18694425
v2ieaicv,sample_32000,0.16279999911785126,1000,"(256, 256, 256, 256)",256,256,256,256,10,6.716869e-05,-0.0001719486,4.6270405e-05,0.00021135483,0.0017573343,0.020619072,0.03611436,0.03609063,0.036023762,0.036794778,0.07989166676998138,0.08783446252346039,0.18751475
gl1gg5g7,sample_40000,0.32359999418258667,1000,"(256, 256, 256, 256)",256,256,256,256,10,0.00021937296,1.3511359e-05,0.0001515626,0.0002731691,0.0017573464,0.020645376,0.036163047,0.036142204,0.036079384,0.038289756,0.11336777359247208,0.10513874888420105,0.3104621
aibequtv,sample_47000,0.3666999936103821,1000,"(256, 256, 256, 256)",256,256,256,256,10,0.0003250436,0.00014727784,0.00024934474,0.00034915397,0.0017573463,0.02066987,0.03620837,0.03618976,0.03613138,0.03966019,0.13737431168556213,0.11745354533195496,0.3894679
j7qwmisj,sample_55000,0.414000004529953,1000,"(256, 256, 256, 256)",256,256,256,256,10,0.00055599597,0.00047614094,0.00053731963,0.0006140959,0.0017573442,0.020743217,0.036343433,0.03632981,0.036281455,0.043409877,0.19157907366752625,0.14534986019134521,0.51671726
leysatos,sample_8000,0.10109999775886536,1000,"(512, 512, 512, 512)",512,512,512,512,10,4.291146e-05,2.9096494e-05,-1.3861112e-05,-6.599091e-05,0.00043514502,0.020618634,0.025510257,0.02550364,0.025525695,0.025574477,0.0792129784822464,0.0879143625497818,0.17570591
3a3oimpq,sample_12000,0.17239999771118164,1000,"(512, 512, 512, 512)",512,512,512,512,10,4.545169e-05,3.2008433e-05,-1.1767828e-05,-6.537389e-05,0.00043514735,0.020618932,0.025510628,0.02550405,0.025526155,0.025598152,0.07970558851957321,0.08818478137254715,0.17720875
kj9aoiyj,sample_25000,0.18389999866485596,1000,"(512, 512, 512, 512)",512,512,512,512,10,4.60447e-05,3.2579286e-05,-1.1539348e-05,-6.528003e-05,0.0004351475,0.02061899,0.025510706,0.025504133,0.025526239,0.025602613,0.07980941236019135,0.08824886381626129,0.17764652
53zxr861,sample_32000,0.3359000086784363,1000,"(512, 512, 512, 512)",512,512,512,512,10,0.00011971912,0.00010622929,4.3310665e-05,-3.9246148e-05,0.000435156,0.020628693,0.025522918,0.025517024,0.025540363,0.026381256,0.09440925717353821,0.0961834192276001,0.22997427
2w275u6u,sample_40000,0.4586000144481659,1000,"(512, 512, 512, 512)",512,512,512,512,10,0.00016518461,0.00015110539,7.7763e-05,-1.6556201e-05,0.00043515844,0.020635748,0.02553187,0.025526427,0.025550716,0.026945325,0.10379265248775482,0.10118182748556137,0.26316553
gnh9puij,sample_47000,0.4259999990463257,1000,"(512, 512, 512, 512)",512,512,512,512,10,0.00015708343,0.00014328468,7.152386e-05,-2.0844349e-05,0.00043515844,0.020634446,0.025530215,0.025524689,0.025548793,0.026841244,0.10212790966033936,0.10028621554374695,0.2573502
rw87ln44,sample_55000,0.5954999923706055,1000,"(512, 512, 512, 512)",512,512,512,512,10,0.0005228032,0.0005456385,0.00040433175,0.000281581,0.00043515983,0.02072348,0.025643481,0.025642984,0.025675131,0.03295924,0.1842021942138672,0.1419297158718109,0.45313638
lbextyq6,sample_8000,0.09740000218153,1000,"(8, 8, 8, 8)",8,8,8,8,8,-0.00012708065,0.02251086,0.019646265,-0.03755371,0.015283567,0.020661324,0.19187804,0.19658875,0.19373882,0.18472311,0.05713135749101639,0.07074365019798279,0.6095729
qt9l80mb,sample_12000,0.09740000218153,1000,"(8, 8, 8, 8)",8,8,8,8,8,-0.00012663328,0.02251136,0.019653115,-0.037577134,0.015283564,0.020661267,0.19187725,0.19658804,0.19374557,0.18470643,0.057014551013708115,0.07078036665916443,0.6071135
8tcryjcm,sample_25000,0.1624000072479248,1000,"(8, 8, 8, 8)",8,8,8,8,8,0.0002582564,0.022777952,0.020182934,-0.038329523,0.015283543,0.020733008,0.1926287,0.19720097,0.1949852,0.18509199,0.12829644978046417,0.11909233033657074,0.6406172
ndei9yt6,sample_32000,0.1509000062942505,1000,"(8, 8, 8, 8)",8,8,8,8,8,0.00030521647,0.022801481,0.020314455,-0.03830875,0.015283549,0.020750199,0.19281588,0.19731608,0.19523145,0.18531333,0.1412358433008194,0.12618328630924225,0.6551951
rqcvws65,sample_40000,0.14159999787807465,1000,"(8, 8, 8, 8)",8,8,8,8,8,0.0002926637,0.022791332,0.020280028,-0.03837131,0.015283587,0.02074573,0.19276792,0.19728471,0.19514707,0.18522039,0.1376139223575592,0.12452897429466248,0.650367
gp2um6wv,sample_47000,0.16689999401569366,1000,"(8, 8, 8, 8)",8,8,8,8,8,0.00027663846,0.022783393,0.02024404,-0.038389977,0.015283555,0.020740403,0.19270942,0.19724022,0.1950613,0.18513662,0.13344983756542206,0.12201973795890808,0.64834785
twgjmx3n,sample_55000,0.20430000126361847,1000,"(8, 8, 8, 8)",8,8,8,8,8,0.0009558811,0.025000462,0.024988454,-0.0352525,0.015283605,0.02144793,0.2001763,0.20449865,0.20712969,0.19747269,0.35272037982940674,0.24769721925258636,0.8240322
fwt5d05v,sample_8000,0.10320000350475313,1000,"(16, 16, 16, 16)",16,16,16,16,10,-0.00010493289,0.008561647,0.0076245684,0.013439793,-0.0057288115,0.020657048,0.14131746,0.1484786,0.15227579,0.1379686,0.05737975239753723,0.06476905941963196,0.44038647
w61lqhtw,sample_12000,0.10320000350475313,1000,"(16, 16, 16, 16)",16,16,16,16,10,-0.00010613075,0.008559022,0.007620873,0.013433763,-0.005728812,0.020656887,0.14131647,0.14847772,0.15227431,0.1379649,0.057247377932071686,0.06461382657289505,0.43999374
charjjrn,sample_25000,0.10320000350475313,1000,"(16, 16, 16, 16)",16,16,16,16,10,-0.00010943449,0.008551696,0.0076101045,0.013418255,-0.0057288124,0.020656485,0.14131407,0.14847465,0.15226915,0.13795458,0.056933045387268066,0.06417511403560638,0.43963546
r2gtrr6w,sample_32000,0.13779999315738678,1000,"(16, 16, 16, 16)",16,16,16,16,10,5.7416323e-06,0.008761661,0.008407092,0.01375447,-0.0057287514,0.020717856,0.14173579,0.14893593,0.15271047,0.13910958,0.08679406344890594,0.08703821152448654,0.6483141
oo0r04f2,sample_40000,0.19449999928474423,1000,"(16, 16, 16, 16)",16,16,16,16,10,0.0001569311,0.00892833,0.009365203,0.014309261,-0.0057287263,0.020794438,0.14227684,0.14942783,0.15320106,0.14028196,0.12106603384017944,0.11013630032539368,0.72209364
ec094tcy,sample_47000,0.225600004196167,1000,"(16, 16, 16, 16)",16,16,16,16,10,0.0003759115,0.009214621,0.010731256,0.015340445,-0.0057286886,0.020934667,0.14328523,0.15030402,0.1540368,0.14235836,0.1736142635345459,0.1409410834312439,0.7818898
ulsx244m,sample_55000,0.2111999988555908,1000,"(16, 16, 16, 16)",16,16,16,16,10,0.00046718767,0.009387834,0.0113414265,0.015753452,-0.0057287095,0.021005433,0.14379546,0.15073863,0.15444954,0.14335573,0.19599682092666626,0.15379229187965393,0.8014842
c38xwpo1,sample_8000,0.10279999673366548,1000,"(32, 32, 32, 32)",32,32,32,32,10,-1.0676856e-05,0.0034377773,-0.00082007074,-0.0017129079,-0.004342607,0.020646272,0.0991511,0.10523166,0.10202614,0.102358446,0.07094042748212814,0.07241921126842499,0.31552392
0cmdy0rj,sample_12000,0.10279999673366548,1000,"(32, 32, 32, 32)",32,32,32,32,10,-1.0691971e-05,0.0034373472,-0.00081995456,-0.0017120845,-0.004342606,0.020646282,0.099151194,0.10523149,0.10202617,0.1023603,0.07092255353927612,0.07240820676088333,0.3156406
dy3pzzr7,sample_25000,0.10939999669790268,1000,"(32, 32, 32, 32)",32,32,32,32,10,0.0002187825,0.003667599,-0.00059701374,-0.0015471937,-0.0043425206,0.02068895,0.099374,0.105444126,0.102271535,0.103421584,0.11774307489395142,0.09892888367176056,0.3753725
99n2rxjd,sample_32000,0.2558000087738037,1000,"(32, 32, 32, 32)",32,32,32,32,10,0.00031416753,0.0038927295,-0.0004154218,-0.0014843869,-0.004342512,0.020728488,0.09957583,0.10566725,0.10250815,0.10432098,0.14074519276618958,0.11287014186382294,0.44962734
weppzy5o,sample_40000,0.36000001430511475,1000,"(32, 32, 32, 32)",32,32,32,32,10,0.00043282256,0.004313769,5.1489333e-05,-0.001220694,-0.004342497,0.02080657,0.09997156,0.10611415,0.10302612,0.106248796,0.1716674566268921,0.13334092497825623,0.5507499
v32zgewg,sample_47000,0.27559998631477356,1000,"(32, 32, 32, 32)",32,32,32,32,10,0.0004785409,0.0044894624,0.00023094588,-0.0011123093,-0.004342524,0.020837808,0.10012996,0.106289454,0.103231356,0.10701246,0.1830034852027893,0.1405799686908722,0.5803999
b8corm2a,sample_55000,0.2506999969482422,1000,"(32, 32, 32, 32)",32,32,32,32,10,0.000513347,0.0046363883,0.0003773832,-0.0010035849,-0.004342529,0.020861974,0.10025196,0.106425,0.10339272,0.10761376,0.19136404991149902,0.14607906341552734,0.599116
ylgwbiuv,sample_8000,0.1501999944448471,1000,"(64, 64, 64, 64)",64,64,64,64,10,4.64736e-05,0.0006130833,0.0013827177,-0.00067887903,0.00021044034,0.020620106,0.072284915,0.07175817,0.07223572,0.07072274,0.08384895324707031,0.08041613548994064,0.23900673
3e8k5ok7,sample_12000,0.11919999867677689,1000,"(64, 64, 64, 64)",64,64,64,64,10,4.8392438e-05,0.0006141826,0.0013840119,-0.0006775124,0.00021044146,0.020620273,0.07228553,0.0717589,0.072236404,0.070728995,0.08423013985157013,0.08059062063694,0.23984103
0mzyd62i,sample_25000,0.18809999525547028,1000,"(64, 64, 64, 64)",64,64,64,64,10,5.2908767e-05,0.0006170712,0.0013879158,-0.0006783296,0.000210445,0.02062095,0.072287895,0.071761556,0.072239205,0.07074408,0.08524466305971146,0.08107851445674896,0.24205579
agvunwcx,sample_32000,0.2328999936580658,1000,"(64, 64, 64, 64)",64,64,64,64,10,0.0002971444,0.00088932697,0.0016981352,-0.0004800543,0.000210472,0.020678569,0.07249343,0.071989976,0.0724824,0.07246261,0.14001138508319855,0.10963492095470428,0.45769203
xpfymgcj,sample_40000,0.29739999771118164,1000,"(64, 64, 64, 64)",64,64,64,64,10,0.00042270235,0.0011143079,0.0019264384,-0.00020976865,0.00021048989,0.020721423,0.0726482,0.07216467,0.072676934,0.073861994,0.168906107544899,0.12465490400791168,0.54573464
e1qhqrh0,sample_47000,0.26660001277923584,1000,"(64, 64, 64, 64)",64,64,64,64,10,0.00040091123,0.0010737332,0.0018848694,-0.00026482804,0.00021048282,0.020713802,0.07262054,0.07213416,0.07264282,0.07361268,0.16382241249084473,0.12212531268596649,0.5323236
c676x6gn,sample_55000,0.34619998931884766,1000,"(64, 64, 64, 64)",64,64,64,64,10,0.00041740562,0.0011037415,0.0019161913,-0.00022470672,0.00021047778,0.020719733,0.07264201,0.07215766,0.072669476,0.07380895,0.16757872700691223,0.12409986555576324,0.5432098
ifzkfp22,sample_8000,0.11230000108480452,1000,"(128, 128, 128, 128)",128,128,128,128,10,1.6295133e-05,0.0007971767,-0.00012393977,-0.00038219767,-0.0020959633,0.020576727,0.051300045,0.050948177,0.05101152,0.051512446,0.07895196974277496,0.08155855536460876,0.20171846
jkdcrfu7,sample_12000,0.15760000050067902,1000,"(128, 128, 128, 128)",128,128,128,128,10,3.017683e-05,0.0008087326,-0.00012058549,-0.0003800319,-0.0020959605,0.020578561,0.051304348,0.05095272,0.051016465,0.05158691,0.08161656558513641,0.08292421698570251,0.21222529
127p81up,sample_25000,0.16670000553131104,1000,"(128, 128, 128, 128)",128,128,128,128,10,4.3738954e-05,0.00082071905,-0.0001164788,-0.0003757911,-0.0020959564,0.020580536,0.051309016,0.05095757,0.0510216,0.05166219,0.08424884080886841,0.08436866104602814,0.22200042
6apwu1pz,sample_32000,0.24320000410079956,1000,"(128, 128, 128, 128)",128,128,128,128,10,0.00014930384,0.0009265898,-5.5738667e-05,-0.00032035162,-0.0020959538,0.020599505,0.05135478,0.05100562,0.051074114,0.05239424,0.10651783645153046,0.0962601900100708,0.3023541
xpubmdnk,sample_40000,0.34060001373291016,1000,"(128, 128, 128, 128)",128,128,128,128,10,0.00024169665,0.0010356988,2.6606722e-05,-0.00025275105,-0.0020959429,0.020620605,0.051406708,0.051060878,0.05113582,0.05323619,0.1269853711128235,0.10709503293037415,0.36401775
mvzih2h2,sample_47000,0.34310001134872437,1000,"(128, 128, 128, 128)",128,128,128,128,10,0.00031385917,0.0011351504,0.000116104726,-0.0001844035,-0.0020959433,0.020639796,0.051454253,0.051112164,0.051194023,0.054027587,0.1435161530971527,0.11555114388465881,0.40592098
w3trlid0,sample_55000,0.31940001249313354,1000,"(128, 128, 128, 128)",128,128,128,128,10,0.00035075314,0.0011892203,0.0001684967,-0.00014271759,-0.002095939,0.020650433,0.05148074,0.05114079,0.05122652,0.05447294,0.15195730328559875,0.11989494413137436,0.42663783
